feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Butyrivibrio	Kit	Omnigene	-0.0524322853655862	0.0193766549000232	210	209	0.00741139204116549	0.0198098890072274
Bifidobacterium	Kit	Omnigene	-0.720960675761094	0.26729610608212	210	209	0.00760091580863511	0.0201798320445379
Catenibacterium	Kit	Omnigene	-0.0167598325824377	0.00621942446571146	210	79	0.00765563558332992	0.0201798320445379
Anaeromassilibacillus	Temperature	Room Temp	0.00318986085591759	0.00118366430324998	210	209	0.0076523791784313	0.0201798320445379
Pseudomonas	Temperature	Hot	0.0846859391266867	0.0315732143639724	210	209	0.007938012556807	0.0208281797362092
unclassified.Eubacteriaceae	Kit	Zymo	-0.00989766223527142	0.00369832731329238	210	209	0.00807527622814211	0.021091589052499
Paraprevotella	Kit	Omnigene	0.0127893441201976	0.00478400820869224	210	209	0.00814290802045298	0.0211715608531777
unclassified.Eggerthellales	Kit	Zymo	-0.0110820449420843	0.00416951711947709	210	95	0.0085126025191086	0.0220326182847517
Coprobacillus	Temperature	Hot	-0.0993051996523443	0.0374990051386423	210	209	0.00875097677166608	0.0225475617720405
Porphyromonas	Kit	Zymo	0.0029077334784044	0.0011045254311862	210	199	0.00914966618154277	0.0234690989051232
Sellimonas	Temperature	Hot	-0.00917600785187096	0.00349051616962034	210	209	0.00924693571714778	0.0236127108491452
Acidaminococcus	Kit	Zymo	0.00148183141394734	0.000564539916021536	210	209	0.00935223956556306	0.0237754712511203
unclassified.Bacteroidaceae	Kit	Omnigene	0.132971517308533	0.0507142686036855	210	209	0.00942870492210264	0.0237940165604823
Hungatella	Kit	Zymo	-0.00465074293160852	0.00177411107744879	210	209	0.00944273034830331	0.0237940165604823
Bittarella	Kit	Zymo	-0.0027942150806131	0.00107143490508144	210	209	0.00981090277002434	0.0246133174756751
Faecalicatena	Temperature	Room Temp	-0.00302171479989987	0.00116424186715243	210	209	0.0101619373855231	0.0253826558275949
Desulfotomaculum	Kit	Zymo	0.0059557261604038	0.00230338862412457	210	209	0.0104453417487293	0.0259771107837963
Roseburia	Kit	Zymo	-0.425310857229239	0.164888444718659	210	209	0.0106298223690719	0.0263214649138923
unclassified.Veillonellaceae	Kit	Zymo	0.00817026744575923	0.00317854606004123	210	97	0.0108988387196935	0.0268712747744166
unclassified.Ruminococcaceae	Temperature	Room Temp	0.331636818971373	0.129353684535103	210	209	0.011102579768313	0.0272561185728542
Bacteroides	Temperature	Room Temp	2.51513094808648	0.981906691185803	210	209	0.0111746039329572	0.0273156985027842
Guerin_crAss_Alpha	Temperature	Room Temp	0.0198127192978287	0.00775692132108209	210	104	0.0114030373457977	0.0277554781353034
Gemmiger	Kit	Zymo	-0.10459845943369	0.040992889753006	210	209	0.0114848368221449	0.0278130009487232
Enterobacter	Kit	Omnigene	-0.00239511191416793	0.000939112165841289	210	209	0.0115239182252577	0.0278130009487232
Mitsuokella	Kit	Zymo	0.113619737235907	0.0452855255638837	210	122	0.0129188992441377	0.0310487830573395
Monoglobus	Temperature	Hot	-0.00979587061857604	0.00391031677500033	210	162	0.0130551043926654	0.0312448523539942
Dorea	Temperature	Room Temp	-0.130415079074639	0.0524386903819654	210	209	0.0137177190234809	0.0322902686478645
Akkermansia	Kit	Zymo	-0.128841462800782	0.0517489201289838	210	209	0.0136156797626326	0.0322902686478645
Enterobacter	Kit	Zymo	-0.00233876714650245	0.000939112165841289	210	209	0.0135912000050574	0.0322902686478645
Mycoplasma	Kit	Zymo	0.00824114756802231	0.00331187958786241	210	164	0.0136670577164347	0.0322902686478645
Butyricicoccus	Kit	Zymo	-0.066916769191568	0.0269521959157198	210	209	0.0138756342019637	0.0325281260800133
Subdoligranulum	Kit	Zymo	-0.0995493232018777	0.0404695261611309	210	209	0.0147654701063525	0.0344728526564637
Desulfovibrio	Temperature	Hot	0.0070433478938687	0.00286576145244963	210	209	0.0148494611071918	0.0345280152573728
Proteobacteria..environmental.samples	Temperature	Room Temp	0.00874861010766749	0.00356320366803637	210	125	0.0149496618338606	0.0346202695099929
Faecalibacterium	Temperature	Room Temp	-1.03535269494058	0.423509924632697	210	209	0.0153812556130539	0.0354761218172049
Coprococcus	Kit	Omnigene	-0.429717312092342	0.176006494839873	210	209	0.0155144834270652	0.0356396968685995
Lactobacillus	Temperature	Room Temp	-0.0123991459985104	0.00508905881064363	210	209	0.0157263176760672	0.0359818148428417
Bacillus	Kit	Omnigene	-0.00152560585728615	0.000627524057662439	210	209	0.0159504187222047	0.036349161390841
Bifidobacterium	Temperature	Room Temp	-0.49461893038169	0.207046673472429	210	209	0.0178464774868149	0.0405086711208656
Dielma	Kit	Zymo	-0.00113088094216243	0.00047547783423202	210	209	0.0183485410912811	0.0414836581194182
unclassified.Christensenellaceae	Temperature	Room Temp	0.00212468097531406	0.000895637091429194	210	209	0.0186480528111226	0.041994827590402
Erysipelatoclostridium	Kit	Zymo	-0.0197525789527471	0.00834340280089865	210	209	0.018885080996589	0.0423618287452899
Butyricimonas	Kit	Zymo	0.0261657156022536	0.0110774237597783	210	193	0.0191531089586941	0.0427952278295822
Odoribacter	Kit	Zymo	0.0667178085410464	0.0282890395794606	210	209	0.019336728339228	0.0429250208246191
Intestinibacter	Kit	Zymo	-0.00812971899989906	0.00344995661285366	210	119	0.0194363293593992	0.0429250208246191
Paenibacillus	Temperature	Hot	0.00090376569711218	0.00038351557626176	210	209	0.0194333098166405	0.0429250208246191
Catenibacterium	Kit	Zymo	-0.0145871522350256	0.00621942446571146	210	79	0.0200054864025881	0.0439524173374349
unclassified.Porphyromonadaceae	Kit	Zymo	0.00144121120281446	0.000614728983902722	210	209	0.0200552114074659	0.0439524173374349
Bittarella	Temperature	Room Temp	0.00193706286436365	0.000829929908785145	210	209	0.0206084615741318	0.0449925191618449
Guerin_crAss_Delta	Kit	Omnigene	-0.0286625181544124	0.0123129127951619	210	106	0.0209408716570439	0.0452749789353232
Streptomyces	Temperature	Hot	0.00140637382909853	0.000604695533728675	210	209	0.0210544482461468	0.0452749789353232
Coriobacteriaceae..environmental.samples	Temperature	Hot	-0.0031363548655378	0.00134852797067495	210	209	0.0210540914398423	0.0452749789353232
Intestinibacter	Temperature	Room Temp	-0.00622671321379011	0.00267232490134408	210	119	0.020820038877152	0.0452749789353232
Eubacterium	Kit	Omnigene	-0.233248736131654	0.101412743506149	210	209	0.0225016025861457	0.0482056804467241
Alistipes	Temperature	Hot	0.512854056069503	0.223184718094557	210	209	0.0226235457855503	0.0482860753333387
unclassified.Clostridiaceae	Temperature	Hot	0.04575418878851	0.0199773652645378	210	209	0.0230682606087606	0.0490522121494834
Prevotella	Kit	Zymo	1.60766749839571	0.703089685081093	210	209	0.0232893978309881	0.0493390205900934
Catabacter	Temperature	Room Temp	0.000986693029507409	0.000431990426557924	210	209	0.0234395836913404	0.0494739552451908
Porphyromonas	Temperature	Room Temp	0.00195257174519433	0.000855561720089341	210	199	0.0235508053411187	0.049525958290882
Veillonella	Kit	Omnigene	-0.00634063196636237	0.00278448941576064	210	209	0.0238585463999149	0.0499893353141074
Bacteroides	Temperature	Hot	2.21869242092477	0.981906691185803	210	209	0.0249478732603444	0.0518915763815163
Lachnospira	Kit	Omnigene	-0.0585971908249033	0.0259247505337016	210	209	0.0249033407393264	0.0518915763815163
Desulfovibrio	Temperature	Room Temp	0.00646961892313649	0.00286576145244963	210	209	0.0250759306210936	0.0519689576640056
Acinetobacter	Temperature	Hot	0.0216368498498499	0.00962516075676624	210	209	0.0256933554494035	0.0529499739098945
Mycoplasma	Kit	Omnigene	0.00744283586642471	0.00331187958786241	210	164	0.0257344278792844	0.0529499739098945
Porphyromonas	Kit	Omnigene	0.00246221065208129	0.0011045254311862	210	199	0.0269358939200845	0.0552234097573059
Dialister	Kit	Zymo	0.159194993772931	0.0715865049696915	210	209	0.0273026875011469	0.0557754901809143
Parabacteroides	Temperature	Hot	0.497268003899681	0.225436444206044	210	209	0.0285602115289828	0.0581368006924491
Azospirillum	Kit	Zymo	0.19812276182098	0.0899625599669981	210	207	0.0288118384693101	0.058441034058317
Clostridiales..environmental.samples	Kit	Omnigene	0.0716846754713174	0.0326389951281393	210	209	0.0292443785488005	0.0591087792576462
Alistipes	Temperature	Room Temp	0.488332555283654	0.223184718094557	210	209	0.029850686228799	0.0601218046580037
Azospirillum	Kit	Omnigene	0.196130992018258	0.0899625599669982	210	207	0.0304384925888646	0.0610905886344932
Anaerobutyricum	Kit	Omnigene	-0.0660843041836279	0.0304149899070768	210	209	0.0309985363332164	0.0619970726664329
Enterococcus	Kit	Omnigene	-0.0172030955810428	0.00793302263277235	210	209	0.0313219019598824	0.0622087775036553
Guerin_crAss_Delta	Temperature	Room Temp	0.0206857945560786	0.00953754123979329	210	106	0.0312957756440924	0.0622087775036553
unclassified.Burkholderiales..miscellaneous.	Temperature	Room Temp	0.00213677348980368	0.000989979762935449	210	177	0.0321124365240393	0.0635581788641884
Harryflintia	Temperature	Room Temp	0.000634616238438441	0.000294693736444592	210	209	0.0325024515149835	0.0641082836778295
Butyricicoccus	Kit	Omnigene	-0.0577123529914756	0.0269521959157198	210	209	0.0334857348266239	0.0655953435644824
Gordonibacter	Temperature	Room Temp	0.00987035368688661	0.00460824697591665	210	209	0.0334364809290299	0.0655953435644824
unclassified.Lentisphaeria	Kit	Zymo	0.0341688815921601	0.015984705447196	210	90	0.0337881345878229	0.0659618190588215
Coprobacillus	Kit	Omnigene	-0.103097957195513	0.0484110074671027	210	209	0.0344489509947661	0.0670231291462796
Veillonella	Temperature	Room Temp	0.00452630300649459	0.00215685622698635	210	209	0.0371362686381413	0.072006595461074
Escherichia	Kit	Omnigene	-0.0255193517486948	0.0122677440653267	210	209	0.0388076468166052	0.0749931553347911
Firmicutes..environmental.samples	Temperature	Hot	0.142417650360401	0.0686583033998607	210	209	0.039358360926712	0.0758012877107046
Intestinimonas	Kit	Omnigene	-0.0321242397994318	0.0154991075127716	210	209	0.0395130258908999	0.0758437946630697
Lachnospiraceae..environmental.samples	Temperature	Hot	-0.00877869002008848	0.00424154815086526	210	209	0.0397926972758111	0.0761251600058995
Romboutsia	Kit	Omnigene	0.0280001992463911	0.013722987727907	210	208	0.0426530098771161	0.0813250721657014
Megamonas	Temperature	Room Temp	-0.332681695388764	0.163224036966031	210	130	0.0428742403478514	0.0814753005945881
Gemmiger	Temperature	Hot	-0.0644092747715387	0.0317529558652618	210	209	0.0438674059466332	0.0830866099386562
Enterococcus	Temperature	Hot	-0.0123132506258877	0.00614489290836276	210	209	0.0464664573303685	0.0877188567424778
Dielma	Temperature	Room Temp	0.000734581600037908	0.000368303546694277	210	209	0.0474831879081104	0.0893433667218393
Coprococcus	Temperature	Hot	-0.271308628518811	0.136334044667834	210	209	0.0479778007764917	0.0894514214617389
Fusicatenibacter	Kit	Omnigene	-0.0953275805450166	0.0478508427841847	210	209	0.0477390899484821	0.0894514214617389
Acinetobacter	Temperature	Room Temp	0.0191515749332867	0.00962516075676624	210	209	0.0480097664139053	0.0894514214617389
unclassified.Lachnospiraceae	Temperature	Room Temp	-0.305739530850102	0.154192302263708	210	209	0.048781363077674	0.0903007756648205
Bifidobacterium	Kit	Zymo	-0.530306886893683	0.26729610608212	210	209	0.0486550681247772	0.0903007756648205
Guerin_crAss_Gamma	Temperature	Hot	0.00322417080659021	0.00165825393025368	210	42	0.0532885185165643	0.0983259115854025
Erysipelotrichaceae..environmental.samples	Temperature	Room Temp	0.00192413529069425	0.000990762960096407	210	209	0.0535612920877672	0.0985114439684979
Enterorhabdus	Temperature	Room Temp	-0.003788901824558	0.00197588866326415	210	188	0.0566196076290128	0.103802613986524
Blautia	Kit	Omnigene	-0.762577534409325	0.400506981460275	210	209	0.0583710474329768	0.106671690516494
Turicibacter	Temperature	Room Temp	-0.00744446644436692	0.00393662161785949	210	174	0.060088712358289	0.109460966461597
unclassified.Sutterellaceae	Kit	Zymo	0.00416948802892113	0.00221926887941065	210	207	0.0617608532464931	0.1121498668476
Mitsuokella	Temperature	Hot	-0.0658246779791796	0.0350780172666344	210	122	0.0620697674920229	0.112354136093155
unclassified.Bacteroidales..miscellaneous.	Temperature	Room Temp	0.00717999666195273	0.00383178368130234	210	209	0.0624461735915335	0.112678899982199
Dielma	Temperature	Hot	0.00068470812394378	0.000368303546694277	210	209	0.0645138322557858	0.116043748585879
Butyrivibrio	Temperature	Room Temp	0.0276294403317291	0.0150090923465997	210	209	0.067155695657753	0.120417109455281
Coriobacteriaceae..environmental.samples	Temperature	Room Temp	-0.00247111579563801	0.00134852797067495	210	209	0.0684011076932782	0.122266980001735
unclassified.Firmicutes.sensu.stricto..miscellaneous.	Kit	Zymo	-0.0792433716913642	0.0432931235707786	210	209	0.0687100954590588	0.122436681004927
Carnobacterium	Temperature	Hot	0.00437627185463015	0.00240003039782305	210	209	0.0697625198068993	0.123925966861945
Roseburia	Temperature	Hot	-0.231855597389799	0.127722040075482	210	209	0.0710040962424787	0.125741000156959
unclassified.Veillonellaceae	Temperature	Hot	-0.00445580174587462	0.00246209119113858	210	97	0.0718644087754993	0.126871734011067
Mediterranea	Kit	Zymo	0.00106215636613009	0.000587960532175452	210	206	0.0723726411881263	0.127375848491102
unclassified.Eggerthellales	Temperature	Hot	-0.00582415277234208	0.0032296940730923	210	95	0.0728747140246821	0.127866062644534
unclassified.Lentisphaeria	Kit	Omnigene	0.0285378219066248	0.015984705447196	210	90	0.0757556739039155	0.132514512149968
Faecalitalea	Temperature	Room Temp	-0.00250473117469756	0.0014123596807845	210	167	0.0777091738627352	0.135517217833794
Escherichia	Temperature	Room Temp	0.0167788572084865	0.00950255369210908	210	209	0.0789996650673727	0.137348961758472
unclassified.Clostridiaceae	Temperature	Room Temp	0.0350123647249293	0.0199773652645378	210	209	0.0812340163029995	0.140805628258533
Megamonas	Kit	Omnigene	-0.365414157386947	0.210721325623394	210	130	0.0844707224426158	0.145973574734671
Lactobacillus	Kit	Zymo	-0.0113475845693665	0.00656994667383096	210	209	0.0857078709358951	0.147665367997988
Barnesiella	Temperature	Room Temp	0.0381181019601529	0.0223314629110267	210	189	0.0894199118428871	0.153598166889284
Megamonas	Kit	Zymo	-0.358886532683327	0.210721325623394	210	130	0.0901282094200827	0.154351304755351
Eubacterium	Temperature	Room Temp	-0.133003689513339	0.0785539733385041	210	209	0.0920155851203004	0.157113178175558
unclassified.Burkholderiales..miscellaneous.	Kit	Omnigene	0.00215193596043747	0.00127805837831045	210	177	0.0938211456310262	0.159245386649694
Guerin_crAss_Gamma	Kit	Zymo	0.00360557709415606	0.00214079661855183	210	42	0.0937305222604163	0.159245386649694
Megasphaera	Kit	Zymo	-0.0610857307515145	0.0363934689461078	210	207	0.0948469508935637	0.160510224589108
Absiella	Temperature	Hot	-0.000866585103091474	0.000518238729193942	210	209	0.096085674792325	0.162126861301504
Shinella	Temperature	Room Temp	-0.00182147264539896	0.00110217923660142	210	135	0.100011185934367	0.168254112807228
Victivallis	Kit	Omnigene	0.00364705438906667	0.00220931973840939	210	62	0.100389224954119	0.168394828955296
Clostridium	Temperature	Room Temp	0.203292623131143	0.123308742571746	210	209	0.10082185607934	0.16862602829644
unclassified.Erysipelotrichaceae	Temperature	Room Temp	-0.0415064951662678	0.0253673706468002	210	209	0.103399150494156	0.172432402573345
Parabacteroides	Temperature	Room Temp	0.367453545248506	0.225436444206044	210	209	0.104714864910758	0.174118903281843
Megamonas	Temperature	Hot	-0.264649698083105	0.163224036966031	210	130	0.106541751102943	0.176629439452716
Butyrivibrio	Temperature	Hot	0.024314575633269	0.0150090923465996	210	209	0.106842283305314	0.176629439452716
Pseudomonas	Temperature	Room Temp	0.0510350836103123	0.0315732143639724	210	209	0.107615289055863	0.177394655158367
Mediterranea	Temperature	Room Temp	0.000734836993224436	0.000455432269868556	210	206	0.108246179946392	0.177921881980851
Christensenella	Temperature	Room Temp	0.0004844049340459	0.000302095648785609	210	209	0.110438505410858	0.181005229498599
unclassified.Peptococcaceae	Temperature	Hot	0.000534767527687826	0.000336278803692629	210	209	0.113390007289088	0.185311669055309
Barnesiella	Kit	Zymo	0.045586611397678	0.028829794650285	210	189	0.115437223549551	0.188119919858528
unclassified.Bacteroidales..miscellaneous.	Temperature	Hot	0.00602516622482965	0.00383178368130234	210	209	0.117466456779101	0.19088299226604
Actinomyces	Temperature	Room Temp	-0.00101802417375683	0.000653633499112719	210	209	0.120968660845869	0.195542564583447
Raoultibacter	Temperature	Hot	-0.00053366666424227	0.000342691870473486	210	209	0.121017601158287	0.195542564583447
Paraprevotella	Temperature	Hot	0.00573138080076944	0.00370567682407693	210	209	0.123561045338	0.199089909671369
Carnobacterium	Temperature	Room Temp	0.00368997896414173	0.00240003039782305	210	209	0.125790591552455	0.202112972943833
Parasutterella	Kit	Omnigene	0.00571134839234489	0.00374410804942898	210	148	0.128765620820463	0.206313543723543
Parasutterella	Temperature	Hot	0.00439671977801193	0.00290017362436791	210	148	0.131125528376226	0.20898240210904
Parolsenella	Kit	Zymo	-0.0100147617338309	0.00660658770172958	210	84	0.131162032092912	0.20898240210904
Escherichia	Kit	Zymo	-0.018406900724983	0.0122677440653267	210	209	0.135111984453934	0.214677930854584
Odoribacter	Temperature	Hot	0.0328439451442439	0.0219125958342907	210	209	0.135518475870422	0.214727335728203
Sutterella	Kit	Omnigene	0.0525305793660023	0.0351500901732725	210	188	0.136662328003626	0.215941579055454
unclassified.Desulfovibrionaceae	Temperature	Room Temp	0.000567498824056312	0.000380309635410886	210	180	0.137254007367307	0.21627904191212
Lachnoclostridium	Temperature	Hot	0.0251943277712661	0.0169495058947963	210	209	0.138771074044731	0.21806883064172
Lactococcus	Temperature	Room Temp	-0.000884570296051461	0.000596835069674335	210	209	0.139919203359031	0.219270641976344
Coprobacillus	Temperature	Room Temp	-0.0553509496063026	0.0374990051386423	210	209	0.141531325200538	0.22119103282707
unclassified.Erysipelotrichaceae	Kit	Zymo	-0.0479066313243369	0.0327491346840427	210	209	0.145113804423821	0.226018879515734
Klebsiella	Kit	Omnigene	-0.017891669114537	0.0122398843090103	210	209	0.145410747660472	0.226018879515734
Flavonifractor	Kit	Zymo	-0.020309292813807	0.013954470262235	210	209	0.147159193338187	0.22811668994429
Desulfotomaculum	Temperature	Hot	-0.00258011172575266	0.00178419715621562	210	209	0.149748807859313	0.231503562420344
Barnesiella	Temperature	Hot	0.032155886175499	0.0223314629110267	210	189	0.151480716527738	0.233420660994163
Olsenella	Temperature	Hot	0.00496897820782845	0.00345358169633864	210	209	0.151805045261938	0.233420660994163
Victivallis	Kit	Zymo	0.00316809115024559	0.00220931973840939	210	62	0.153175168704641	0.234895969166367
unclassified.Erysipelotrichaceae	Kit	Omnigene	-0.046540520289779	0.0327491346840427	210	209	0.156870298714399	0.239919280386728
Anaeromassilibacillus	Kit	Zymo	-0.0021468574079468	0.00152810404466246	210	209	0.161629227073406	0.246538447695968
Faecalibacterium	Temperature	Hot	0.594178963695211	0.423509924632697	210	209	0.162202793807191	0.246573490545585
Sutterella	Temperature	Room Temp	0.0381708663453909	0.0272271427717546	210	188	0.162514346041408	0.246573490545585
Sellimonas	Kit	Zymo	-0.006202703780155	0.00450623699820243	210	209	0.170246339735269	0.257621445313687
Agathobaculum	Temperature	Room Temp	-0.000900257724131793	0.000664969545843956	210	209	0.177348678104497	0.26766080178304
Ruthenibacterium	Temperature	Hot	1.69993825818872	1.25988406992745	210	210	0.178734884070181	0.26904303602143
Mycoplasma	Temperature	Hot	0.00345176504213992	0.00256537089768708	210	164	0.180010966785487	0.270252685042778
Pseudomonas	Kit	Omnigene	-0.0543643664336348	0.0407608444726339	210	209	0.183836903474522	0.275274106773368
unclassified.Christensenellaceae	Kit	Omnigene	-0.00152940845207165	0.00115626251311697	210	209	0.187470624497437	0.27998223815283
Clostridium	Kit	Omnigene	0.208936166581443	0.159190902140716	210	209	0.190890340739067	0.284347070059235
Enterorhabdus	Kit	Omnigene	-0.00333715577633465	0.00255086129559402	210	188	0.192321786547207	0.285735225727279
Acidaminococcus	Temperature	Hot	-0.0005664203452713	0.000437290738604149	210	209	0.196742163197694	0.29154538173337
unclassified.Desulfovibrionaceae	Kit	Zymo	0.000633585889448306	0.000490977628116191	210	180	0.198412015275811	0.293260136273292
Staphylococcus	Kit	Zymo	-0.00989000603793126	0.00770292566366398	210	209	0.200682657557449	0.295851752893972
Sellimonas	Kit	Omnigene	-0.00570578583245419	0.00450623699820243	210	209	0.206945222828706	0.304299916344525
unclassified.Rikenellaceae	Kit	Omnigene	0.0142622605788041	0.0113114099797191	210	209	0.208853134214988	0.306317930181983
Dysosmobacter	Kit	Omnigene	0.00543462143025504	0.0043488738639916	210	209	0.212913291319252	0.311474175536093
Shinella	Kit	Zymo	-0.00176633479499205	0.0014229072759643	210	135	0.215957755052721	0.315122030332031
Olsenella	Kit	Omnigene	-0.00549874101567581	0.00445855479822877	210	209	0.21894043323497	0.318661393919599
Roseburia	Temperature	Room Temp	-0.156503750599391	0.127722040075482	210	209	0.221915128838452	0.321690945541086
Enterococcus	Temperature	Room Temp	-0.00752583716133005	0.00614489290836276	210	209	0.22214671938589	0.321690945541086
Guerin_crAss_Alpha	Kit	Zymo	0.0121357888915428	0.0100141423647974	210	104	0.227022963888438	0.327922058949966
unclassified.Oscillospiraceae	Kit	Omnigene	0.0397406484857177	0.0333849704291518	210	209	0.2353386272297	0.33907731681458
Candidatus.Borkfalkia	Kit	Zymo	-0.00438344377672523	0.00368709058925897	210	101	0.235932150758564	0.339078367421856
Haemophilus	Temperature	Room Temp	-0.00476998379424678	0.00405552871893776	210	188	0.240954253086594	0.345428152294566
Lactococcus	Temperature	Hot	-0.000700607228745467	0.000596835069674335	210	209	0.241871202242228	0.345875819206386
Parolsenella	Temperature	Hot	0.0058800149756861	0.00511744082881148	210	84	0.251950140707642	0.359390225647809
Sellimonas	Temperature	Room Temp	-0.00398662637707094	0.00349051616962034	210	209	0.254792950687944	0.362541213416676
Bilophila	Temperature	Room Temp	0.012104371267903	0.0106234717611427	210	170	0.255927418412385	0.363221131155918
Mediterranea	Temperature	Hot	0.000518247851733041	0.000455432269868556	210	206	0.256540798928306	0.363221131155918
Staphylococcus	Temperature	Hot	-0.00673810112910141	0.00596666056248886	210	209	0.260154965375563	0.366523744322221
unclassified.Muribaculaceae	Temperature	Room Temp	0.000334117353811705	0.000295628497328294	210	209	0.259775929580794	0.366523744322221
Pseudomonas	Kit	Zymo	-0.0458229623105889	0.0407608444726339	210	209	0.262307066433766	0.36864776904205
Haemophilus	Kit	Zymo	0.0058503615851024	0.00523566506283728	210	188	0.265188750639582	0.371784228837845
Turicibacter	Kit	Omnigene	0.00560487475217363	0.00508215665542997	210	174	0.271443035235857	0.379622044388533
Guerin_crAss_Alpha	Kit	Omnigene	-0.0110107468552645	0.0100141423647974	210	104	0.272890121334376	0.380714998544545
unclassified.Eggerthellales	Kit	Omnigene	-0.00454998658097171	0.00416951711947709	210	95	0.276502426147941	0.38481602860492
Sutterella	Kit	Zymo	0.0381894183790176	0.0351500901732725	210	188	0.278606729575178	0.386803517759714
Acidaminococcus	Kit	Omnigene	-0.00061223959072981	0.000564539916021536	210	209	0.279478440501983	0.387074256579018
Monoglobus	Kit	Omnigene	0.00543550268086056	0.00504819724932392	210	162	0.282928183235629	0.389056599337031
Lachnotalea	Temperature	Hot	0.00118787286458264	0.00110328200311989	210	209	0.282950254063295	0.389056599337031
unclassified.Muribaculaceae	Temperature	Hot	0.000318418735985438	0.000295628497328294	210	209	0.282763609172648	0.389056599337031
unclassified.Coriobacteriia	Temperature	Hot	-0.00270313801387955	0.00252530731771306	210	209	0.285746941716553	0.39102213077002
Actinomyces	Temperature	Hot	-0.000700240543180183	0.000653633499112719	210	209	0.285349899396717	0.39102213077002
Lactococcus	Kit	Omnigene	-0.000819128658766474	0.000770510761760414	210	209	0.289045433623829	0.394591856880263
unclassified.Coriobacteriaceae	Temperature	Room Temp	-0.0126483699495206	0.0119633648478931	210	206	0.291694933415931	0.397260718842648
Erysipelatoclostridium	Temperature	Hot	-0.00669296697270441	0.00646277201971615	210	209	0.301656136373207	0.409851092649583
Butyricicoccus	Temperature	Room Temp	-0.0215803693575558	0.0208770811850604	210	209	0.302556207386854	0.410099882998296
Parolsenella	Temperature	Room Temp	0.0052721505225728	0.00511744082881148	210	84	0.304170809098101	0.411313718213035
crAss.like.viruses	Kit	Zymo	0.0152156821906247	0.0148418592202194	210	189	0.306538520563223	0.413537815476801
Erysipelatoclostridium	Temperature	Room Temp	0.00656177397692232	0.00646277201971615	210	209	0.311205574892301	0.418846091384462
Clostridiales..environmental.samples	Kit	Zymo	0.0326917015908762	0.0326389951281393	210	209	0.317764611406374	0.426669853813253
Tyzzerella	Temperature	Room Temp	-0.00163413048924592	0.00164434822698623	210	209	0.321552281587296	0.430744508355816
Sutterella	Temperature	Hot	0.0268487074971254	0.0272271427717546	210	188	0.325299375964464	0.434573588452929
unclassified.Clostridia	Kit	Omnigene	-0.00913221742485705	0.00927304983357184	210	209	0.325930191339697	0.434573588452929
Klebsiella	Temperature	Room Temp	0.00926629154453593	0.00948097361766044	210	209	0.329597439336768	0.438441244885189
Catenibacterium	Temperature	Room Temp	-0.00467476274761744	0.00481754547573909	210	79	0.333062052522049	0.440998828802343
Neglecta	Temperature	Room Temp	-0.00312297458826545	0.00321698098255247	210	209	0.33285526930096	0.440998828802343
Megasphaera	Temperature	Hot	-0.0272217564236389	0.0281902598277985	210	207	0.335412280312212	0.443085044661859
Butyrivibrio	Kit	Zymo	-0.0185949423624896	0.0193766549000232	210	209	0.338410195581048	0.446015280811888
Dialister	Temperature	Hot	0.0522224477987283	0.0554506683121619	210	209	0.347463525583501	0.456200214430736
Streptomyces	Temperature	Room Temp	0.000569172466160321	0.000604695533728675	210	209	0.347733030580071	0.456200214430736
Roseburia	Kit	Omnigene	-0.15449909675809	0.164888444718659	210	209	0.349915957601694	0.458013564641119
Faecalitalea	Kit	Omnigene	-0.00170325102593729	0.00182334850751107	210	167	0.351384393011284	0.458885554343503
unclassified.Burkholderiales..miscellaneous.	Temperature	Hot	0.000919618865897002	0.000989979762935449	210	177	0.354069549275871	0.460290414058633
Atopobium	Temperature	Hot	-0.000399901498020407	0.000430106426255634	210	209	0.35363214282697	0.460290414058633
Odoribacter	Temperature	Room Temp	0.0200804310512126	0.0219125958342907	210	209	0.360589777422825	0.467703747586975
Coprococcus	Kit	Zymo	-0.159095980572821	0.176006494839873	210	209	0.367146902649057	0.475131285781133
Erysipelotrichaceae..environmental.samples	Kit	Omnigene	0.001154027169769	0.00127906948149752	210	209	0.368037007609076	0.475208054971538
Catenibacterium	Temperature	Hot	-0.00431779745200716	0.00481754547573909	210	79	0.371210707579903	0.477151740979112
Faecalitalea	Kit	Zymo	-0.00163597655866183	0.00182334850751107	210	167	0.370692989935133	0.477151740979112
Klebsiella	Temperature	Hot	0.00843783666341591	0.00948097361766044	210	209	0.374569972500669	0.480390188947047
Mitsuokella	Kit	Omnigene	-0.0395678896271492	0.0452855255638837	210	122	0.383327754278428	0.490146419409101
Selenomonas	Temperature	Hot	-0.000332699677646695	0.000381227418752959	210	209	0.38389090191482	0.490146419409101
Collinsella	Temperature	Room Temp	-0.0895528899259851	0.103155491208524	210	209	0.386382146816892	0.491668869680528
unclassified.Clostridia	Temperature	Hot	0.00622184179227844	0.00718287351479504	210	209	0.387436780157359	0.491668869680528
Holdemania	Kit	Zymo	-0.00211816459404987	0.00244650114411279	210	209	0.387661993401955	0.491668869680528
Hungatella	Temperature	Room Temp	0.00117082480393901	0.00137422053145625	210	209	0.395258385406751	0.500194239939516
Subdoligranulum	Temperature	Hot	-0.0253459465214031	0.031347560170193	210	209	0.419756615657916	0.530023806084609
