sample	tax.level	method	value
D05-ZF-R2-A_S27_L002	kingdom	shannon	0.037
D07-NF-R3-B_S42_L004	kingdom	shannon	0.075
PCO-B2-R1-B_S50_L001	kingdom	shannon	0.1
D09-ZR-R3-B_S48_L004	kingdom	shannon	0.649
D06-ZH-R3-B_S37_L003	kingdom	shannon	0.04
D05-ZR-R1-B_S61_L001	kingdom	shannon	0.034
D02-OF-R3-B_S45_L004	kingdom	shannon	0.178
D07-NF-R3-A_S13_L004	kingdom	shannon	0.08
NCO-B1-R1-B_S122_L002	kingdom	shannon	0.373
D06-OR-R3-B_S30_L004	kingdom	shannon	0.165
D05-ZR-R2-B_S39_L001	kingdom	shannon	0.036
D10-ZF-R2-B_S43_L001	kingdom	shannon	0.016
D06-ZR-R1-B_S63_L001	kingdom	shannon	0.033
D09-ZR-R2-B_S36_L002	kingdom	shannon	0.608
D01-ZH-R3-A_S22_L003	kingdom	shannon	0.18
D10-ZH-R1-A_S19_L001	kingdom	shannon	0.046
D08-OF-R2-B_S33_L001	kingdom	shannon	0.387
D04-NF-R3-B_S62_L003	kingdom	shannon	0.582
D07-ZH-R3-A_S20_L004	kingdom	shannon	0.044
D07-ZH-R1-B_S44_L001	kingdom	shannon	0.046
D10-OF-R3-B_S64_L003	kingdom	shannon	0.017
D03-ZH-R1-B_S100_L002	kingdom	shannon	0.025
D02-ZF-R3-A_S11_L003	kingdom	shannon	0.146
D02-ZH-R1-B_S108_L002	kingdom	shannon	0.085
D03-ZR-R3-A_S6_L003	kingdom	shannon	0.022
D02-ZR-R3-B_S54_L004	kingdom	shannon	0.121
D01-ZF-R1-B_S34_L001	kingdom	shannon	0.371
D09-ZH-R2-A_S21_L002	kingdom	shannon	0.578
D06-ZH-R1-A_S72_L002	kingdom	shannon	0.02
D09-ZH-R1-B_S62_L001	kingdom	shannon	0.666
D06-ZR-R2-B_S60_L001	kingdom	shannon	0.036
D03-OF-R1-B_S48_L001	kingdom	shannon	0.02
D01-OR-R2-A_S11_L002	kingdom	shannon	0.297
D10-OF-R2-B_S48_L001	kingdom	shannon	0.02
D02-ZH-R1-A_S76_L002	kingdom	shannon	0.086
D01-OF-R1-A_S15_L001	kingdom	shannon	0.603
D03-NF-R3-B_S46_L003	kingdom	shannon	0.087
D08-OR-R3-A_S19_L003	kingdom	shannon	0.486
NCO-B2-R2-B_S41_L002	kingdom	shannon	0.4
D03-OF-R3-B_S34_L003	kingdom	shannon	0.033
NCO-B1-R3-B_S31_L004	kingdom	shannon	0.684
D07-ZR-R3-A_S9_L004	kingdom	shannon	0.019
D03-OF-R2-A_S4_L002	kingdom	shannon	0.033
D02-ZF-R3-B_S43_L003	kingdom	shannon	0.315
D09-ZH-R2-B_S52_L002	kingdom	shannon	0.621
D04-OF-R1-A_S91_L002	kingdom	shannon	0.793
D03-NF-R3-A_S14_L003	kingdom	shannon	0.042
D10-ZF-R1-B_S118_L002	kingdom	shannon	0.02
D10-OF-R1-A_S87_L002	kingdom	shannon	0.302
D05-NF-R3-A_S4_L003	kingdom	shannon	0.032
D03-ZR-R1-A_S93_L002	kingdom	shannon	0.02
D08-ZR-R2-A_S25_L002	kingdom	shannon	0.18
D09-OR-R3-A_S14_L004	kingdom	shannon	0.699
D10-ZR-R3-A_S28_L004	kingdom	shannon	0.008
D01-ZH-R3-B_S54_L003	kingdom	shannon	0.187
NCO-B3-R3-B_S34_L004	kingdom	shannon	0.768
D03-ZH-R3-B_S41_L003	kingdom	shannon	0.037
D02-ZF-R1-A_S23_L001	kingdom	shannon	0.088
D02-NF-R3-A_S25_L003	kingdom	shannon	0.119
D04-NF-R1-B_S49_L001	kingdom	shannon	0.472
D04-NF-R2-A_S8_L002	kingdom	shannon	0.41
D09-OR-R1-B_S64_L001	kingdom	shannon	0.687
D03-ZF-R2-A_S21_L001	kingdom	shannon	0.042
PCO-B3-R1-B_S97_L002	kingdom	shannon	0.099
PCO-B4-R1-A_S25_L001	kingdom	shannon	0.105
D05-ZF-R3-B_S53_L004	kingdom	shannon	0.027
D07-OF-R3-B_S61_L003	kingdom	shannon	0.038
D08-OF-R1-A_S75_L002	kingdom	shannon	0.64
D08-ZR-R1-B_S112_L002	kingdom	shannon	0.218
D06-ZF-R1-A_S21_L001	kingdom	shannon	0.019
D04-ZH-R3-B_S58_L003	kingdom	shannon	0.441
D06-ZH-R2-B_S43_L002	kingdom	shannon	0.063
PCO-B2-R1-A_S18_L001	kingdom	shannon	0.095
D07-OR-R3-B_S49_L003	kingdom	shannon	0.251
PCO-B1-R2-A_S31_L001	kingdom	shannon	0.067
D01-OF-R3-A_S18_L004	kingdom	shannon	0.554
D01-ZR-R2-B_S47_L001	kingdom	shannon	0.222
D02-NF-R3-B_S57_L003	kingdom	shannon	0.135
D07-NF-R2-B_S33_L002	kingdom	shannon	0.105
D04-OF-R3-A_S29_L004	kingdom	shannon	0.497
D03-NF-R2-A_S32_L001	kingdom	shannon	0.057
D08-ZH-R2-A_S1_L002	kingdom	shannon	0.29
D10-ZH-R2-A_S6_L002	kingdom	shannon	0.043
D10-ZF-R2-A_S11_L001	kingdom	shannon	0.019
D08-OR-R2-B_S40_L001	kingdom	shannon	0.432
D02-ZF-R2-B_S44_L002	kingdom	shannon	0.099
D01-ZR-R1-A_S8_L001	kingdom	shannon	0.505
D04-OR-R2-B_S55_L001	kingdom	shannon	0.791
D09-OR-R2-B_S54_L001	kingdom	shannon	0.841
D08-ZR-R2-B_S56_L002	kingdom	shannon	0.185
D04-ZF-R2-B_S57_L002	kingdom	shannon	0.705
D08-ZH-R1-B_S33_L001	kingdom	shannon	0.127
D02-ZR-R1-A_S96_L002	kingdom	shannon	0.18
D09-ZH-R3-B_S37_L004	kingdom	shannon	0.363
D04-ZR-R2-B_S62_L002	kingdom	shannon	0.612
D05-ZR-R1-A_S29_L001	kingdom	shannon	0.037
PCO-B3-R1-A_S65_L002	kingdom	shannon	0.052
D10-ZR-R1-A_S9_L001	kingdom	shannon	0.021
D06-ZF-R2-A_S24_L002	kingdom	shannon	0.028
D05-OF-R3-A_S22_L004	kingdom	shannon	0.043
D08-ZF-R1-B_S36_L001	kingdom	shannon	0.164
D02-OR-R2-A_S30_L001	kingdom	shannon	0.777
D10-ZF-R3-B_S39_L004	kingdom	shannon	0.007
D06-OR-R2-B_S36_L001	kingdom	shannon	0.236
D04-OF-R1-B_S123_L002	kingdom	shannon	0.795
D09-OF-R2-B_S45_L001	kingdom	shannon	0.691
D03-ZH-R2-B_S38_L002	kingdom	shannon	0.038
D02-OF-R3-A_S16_L004	kingdom	shannon	0.192
D10-ZH-R3-A_S17_L004	kingdom	shannon	0.018
D08-OR-R2-A_S8_L001	kingdom	shannon	0.389
D01-ZR-R3-A_S21_L003	kingdom	shannon	0.081
D05-ZR-R3-A_S6_L004	kingdom	shannon	0.035
D09-ZR-R3-A_S19_L004	kingdom	shannon	0.644
D04-OR-R3-A_S18_L003	kingdom	shannon	0.78
D04-ZH-R3-A_S26_L003	kingdom	shannon	0.457
D07-OF-R3-A_S29_L003	kingdom	shannon	0.079
NCO-B4-R1-A_S81_L002	kingdom	shannon	0.332
D05-ZF-R2-B_S58_L002	kingdom	shannon	0.039
D03-ZF-R2-B_S53_L001	kingdom	shannon	0.023
D07-ZF-R2-B_S61_L001	kingdom	shannon	0.016
D03-NF-R2-B_S64_L001	kingdom	shannon	0.053
D06-NF-R2-B_S50_L001	kingdom	shannon	0.106
D03-ZF-R3-B_S56_L003	kingdom	shannon	0.372
D10-NF-R2-B_S49_L002	kingdom	shannon	0.256
D08-OF-R1-B_S107_L002	kingdom	shannon	0.625
D09-OR-R1-A_S32_L001	kingdom	shannon	0.672
D02-ZF-R2-A_S13_L002	kingdom	shannon	0.096
D04-ZH-R2-A_S9_L001	kingdom	shannon	0.406
D02-NF-R2-A_S26_L001	kingdom	shannon	0.147
D03-OF-R3-A_S2_L003	kingdom	shannon	0.036
D01-ZF-R3-B_S39_L003	kingdom	shannon	0.228
D06-OR-R1-B_S111_L002	kingdom	shannon	0.08
D01-NF-R1-A_S89_L002	kingdom	shannon	0.684
D05-OF-R1-A_S71_L002	kingdom	shannon	0.028
D03-OR-R3-A_S27_L003	kingdom	shannon	0.131
D06-OR-R2-A_S4_L001	kingdom	shannon	0.157
D01-ZH-R1-A_S95_L002	kingdom	shannon	0.201
D04-ZF-R2-A_S26_L002	kingdom	shannon	0.638
D03-OR-R3-B_S59_L003	kingdom	shannon	0.142
D10-ZF-R3-A_S10_L004	kingdom	shannon	0.008
D01-NF-R1-B_S121_L002	kingdom	shannon	0.687
D02-ZH-R3-A_S23_L004	kingdom	shannon	0.093
D05-OF-R2-A_S25_L001	kingdom	shannon	0.045
D09-OF-R3-A_S7_L004	kingdom	shannon	0.699
D05-ZH-R1-A_S78_L002	kingdom	shannon	0.026
D09-OF-R2-A_S13_L001	kingdom	shannon	0.69
D03-NF-R1-A_S20_L001	kingdom	shannon	0.04
D02-NF-R1-B_S126_L002	kingdom	shannon	0.162
D07-ZR-R1-A_S10_L001	kingdom	shannon	0.014
NCO-B2-R2-A_S10_L002	kingdom	shannon	0.498
D01-OR-R2-B_S42_L002	kingdom	shannon	0.348
D02-OR-R1-B_S105_L002	kingdom	shannon	0.72
D07-ZF-R3-B_S56_L004	kingdom	shannon	0.018
D05-ZH-R2-A_S16_L002	kingdom	shannon	0.163
D06-NF-R1-B_S37_L001	kingdom	shannon	0.024
D09-ZF-R3-A_S11_L004	kingdom	shannon	0.675
D08-ZF-R3-B_S40_L003	kingdom	shannon	0.228
NCO-B4-R3-B_S55_L003	kingdom	shannon	0.639
D06-ZH-R2-A_S12_L002	kingdom	shannon	0.032
D02-ZF-R1-B_S55_L001	kingdom	shannon	0.088
D08-ZR-R1-A_S80_L002	kingdom	shannon	0.224
D04-ZH-R2-B_S41_L001	kingdom	shannon	0.392
D04-ZR-R1-A_S70_L002	kingdom	shannon	0.795
D02-NF-R2-B_S58_L001	kingdom	shannon	0.141
D07-ZH-R3-B_S49_L004	kingdom	shannon	0.049
D06-ZR-R3-B_S52_L003	kingdom	shannon	0.046
D07-NF-R1-A_S14_L001	kingdom	shannon	0.06
D02-OR-R1-A_S73_L002	kingdom	shannon	0.682
D07-ZH-R2-B_S51_L002	kingdom	shannon	0.082
D09-ZH-R1-A_S30_L001	kingdom	shannon	0.682
D06-ZF-R3-A_S3_L004	kingdom	shannon	0.012
D05-ZH-R2-B_S47_L002	kingdom	shannon	0.227
D05-NF-R3-B_S36_L003	kingdom	shannon	0
D07-ZF-R3-A_S27_L004	kingdom	shannon	0.019
NCO-B4-R3-A_S23_L003	kingdom	shannon	0.629
D05-ZH-R3-A_S26_L004	kingdom	shannon	0.065
D08-ZR-R3-B_S63_L003	kingdom	shannon	0.49
D07-NF-R2-A_S2_L002	kingdom	shannon	0.057
NCO-B2-R3-A_S28_L003	kingdom	shannon	0.63
D10-ZR-R2-B_S51_L001	kingdom	shannon	0.016
D01-NF-R3-B_S44_L003	kingdom	shannon	0.603
NCO-B3-R1-B_S114_L002	kingdom	shannon	0.635
D07-ZF-R1-A_S85_L002	kingdom	shannon	0.015
D02-ZR-R2-A_S9_L002	kingdom	shannon	0.211
D10-ZR-R2-A_S19_L001	kingdom	shannon	0.013
PCO-B1-R1-A_S7_L001	kingdom	shannon	0.093
D10-ZH-R2-B_S37_L002	kingdom	shannon	0.046
D06-OR-R3-A_S1_L004	kingdom	shannon	0.143
D09-OR-R2-A_S22_L001	kingdom	shannon	0.745
NCO-B2-R1-A_S67_L002	kingdom	shannon	0.269
D04-OR-R2-A_S23_L001	kingdom	shannon	0.771
D07-OR-R2-B_S45_L002	kingdom	shannon	0.327
D09-NF-R2-B_S46_L002	kingdom	shannon	0.693
D06-ZF-R2-B_S55_L002	kingdom	shannon	0.026
D10-OF-R3-A_S32_L003	kingdom	shannon	0.019
D03-OR-R1-B_S45_L001	kingdom	shannon	0.082
D02-ZR-R2-B_S40_L002	kingdom	shannon	0.212
NCO-B1-R2-A_S3_L001	kingdom	shannon	0.596
D04-ZF-R3-A_S3_L003	kingdom	shannon	0.698
D02-OF-R2-A_S19_L002	kingdom	shannon	0.134
D08-OR-R3-B_S51_L003	kingdom	shannon	0.524
D03-OR-R2-B_S52_L001	kingdom	shannon	0.219
D07-ZR-R3-B_S38_L004	kingdom	shannon	0.023
D07-OF-R2-A_S28_L002	kingdom	shannon	0.041
D01-ZR-R1-B_S40_L001	kingdom	shannon	0.494
D01-OF-R1-B_S47_L001	kingdom	shannon	0.575
D03-ZR-R2-A_S5_L001	kingdom	shannon	0.024
D06-ZF-R1-B_S53_L001	kingdom	shannon	0.019
D08-NF-R1-A_S6_L001	kingdom	shannon	0.728
D07-OF-R1-B_S98_L002	kingdom	shannon	0.036
D05-OF-R1-B_S103_L002	kingdom	shannon	0.029
D03-OR-R1-A_S13_L001	kingdom	shannon	0.15
D03-OF-R1-A_S16_L001	kingdom	shannon	0.084
D09-ZR-R2-A_S5_L002	kingdom	shannon	0.607
D01-ZF-R2-A_S17_L002	kingdom	shannon	0.213
D06-NF-R2-A_S18_L001	kingdom	shannon	0.101
D06-ZR-R3-A_S20_L003	kingdom	shannon	0.046
NCO-B3-R2-A_S12_L001	kingdom	shannon	0.616
D04-ZR-R3-A_S16_L003	kingdom	shannon	0.906
D01-NF-R3-A_S12_L003	kingdom	shannon	0.584
D07-ZH-R2-A_S20_L002	kingdom	shannon	0.063
D10-ZH-R1-B_S51_L001	kingdom	shannon	0.047
D01-NF-R2-B_S42_L001	kingdom	shannon	0.718
D09-OF-R1-B_S106_L002	kingdom	shannon	0.702
D03-ZR-R3-B_S38_L003	kingdom	shannon	0.021
D04-OF-R2-A_S27_L001	kingdom	shannon	0.602
D01-OR-R3-A_S12_L004	kingdom	shannon	0.293
D06-OF-R2-B_S53_L002	kingdom	shannon	0.021
D08-ZF-R2-A_S6_L001	kingdom	shannon	0.125
D10-OF-R1-B_S119_L002	kingdom	shannon	0.318
D05-ZF-R3-A_S24_L004	kingdom	shannon	0.03
D09-NF-R1-B_S60_L001	kingdom	shannon	0.697
NCO-B4-R2-B_S46_L001	kingdom	shannon	0.674
D10-NF-R3-A_S15_L003	kingdom	shannon	0.235
NCO-B3-R1-A_S82_L002	kingdom	shannon	0.602
D03-OF-R2-B_S35_L002	kingdom	shannon	0.047
D04-ZH-R1-B_S59_L001	kingdom	shannon	0.421
D08-OF-R2-A_S1_L001	kingdom	shannon	0.375
D09-OF-R3-B_S36_L004	kingdom	shannon	0.702
D02-ZH-R2-A_S29_L002	kingdom	shannon	0.204
D01-ZR-R3-B_S53_L003	kingdom	shannon	0.083
D07-OR-R3-A_S17_L003	kingdom	shannon	0.228
D08-NF-R3-B_S50_L004	kingdom	shannon	0.68
D09-OR-R3-B_S43_L004	kingdom	shannon	0.985
D01-NF-R2-A_S10_L001	kingdom	shannon	0.707
D02-OF-R1-A_S88_L002	kingdom	shannon	0.062
D02-ZR-R1-B_S128_L002	kingdom	shannon	0.162
D05-ZR-R2-A_S7_L001	kingdom	shannon	0.03
D01-OF-R2-A_S23_L002	kingdom	shannon	0.549
D03-ZR-R1-B_S125_L002	kingdom	shannon	0.018
D05-ZF-R1-A_S3_L001	kingdom	shannon	0.048
D03-ZF-R1-A_S69_L002	kingdom	shannon	0.028
D08-OR-R1-B_S54_L001	kingdom	shannon	0.394
D09-ZH-R3-A_S8_L004	kingdom	shannon	0.246
D09-ZF-R1-A_S83_L002	kingdom	shannon	0.645
D03-OR-R2-A_S20_L001	kingdom	shannon	0.156
D08-ZF-R3-A_S8_L003	kingdom	shannon	0.268
D01-ZH-R2-B_S34_L001	kingdom	shannon	0.167
D04-NF-R1-A_S17_L001	kingdom	shannon	0.484
D09-ZF-R2-A_S24_L001	kingdom	shannon	0.695
D03-ZH-R2-A_S7_L002	kingdom	shannon	0.032
D02-OF-R1-B_S120_L002	kingdom	shannon	0.061
D04-OF-R3-B_S58_L004	kingdom	shannon	0.49
D10-ZH-R3-B_S46_L004	kingdom	shannon	0.021
D06-OF-R2-A_S22_L002	kingdom	shannon	0.019
D10-NF-R1-A_S92_L002	kingdom	shannon	0.05
PCO-B4-R1-B_S57_L001	kingdom	shannon	0.102
D02-OR-R2-B_S62_L001	kingdom	shannon	0.793
D09-NF-R1-A_S28_L001	kingdom	shannon	0.681
D08-ZF-R2-B_S38_L001	kingdom	shannon	0.132
D08-NF-R1-B_S38_L001	kingdom	shannon	0.709
D08-ZH-R2-B_S32_L002	kingdom	shannon	0.167
D09-ZF-R2-B_S56_L001	kingdom	shannon	0.676
D04-ZF-R3-B_S35_L003	kingdom	shannon	0.682
D05-ZF-R1-B_S35_L001	kingdom	shannon	0.029
D09-ZF-R1-B_S115_L002	kingdom	shannon	0.651
PCO-B1-R2-B_S63_L001	kingdom	shannon	0.096
D07-OR-R2-A_S14_L002	kingdom	shannon	0.189
NCO-B4-R1-B_S113_L002	kingdom	shannon	0.354
D04-ZR-R3-B_S48_L003	kingdom	shannon	0.905
D05-NF-R2-B_S34_L002	kingdom	shannon	0.133
D08-NF-R2-B_S49_L001	kingdom	shannon	0.455
D05-NF-R1-A_S77_L002	kingdom	shannon	0.055
D07-OF-R1-A_S66_L002	kingdom	shannon	0.022
PCO-B1-R1-B_S39_L001	kingdom	shannon	0.083
D06-NF-R3-B_S44_L004	kingdom	shannon	0.092
D08-NF-R3-A_S21_L004	kingdom	shannon	0.682
D09-NF-R3-B_S42_L003	kingdom	shannon	0.388
D04-ZR-R1-B_S102_L002	kingdom	shannon	0.789
D03-ZH-R3-A_S9_L003	kingdom	shannon	0.06
D04-ZF-R1-A_S24_L001	kingdom	shannon	0.667
D09-OF-R1-A_S74_L002	kingdom	shannon	0.703
D04-NF-R3-A_S30_L003	kingdom	shannon	0.59
D05-ZR-R3-B_S35_L004	kingdom	shannon	0.036
D10-ZR-R1-B_S41_L001	kingdom	shannon	0.016
D08-ZF-R1-A_S4_L001	kingdom	shannon	0.145
D05-NF-R2-A_S3_L002	kingdom	shannon	0.059
D08-OR-R1-A_S22_L001	kingdom	shannon	0.389
D04-ZR-R2-A_S31_L002	kingdom	shannon	0.603
D06-OF-R3-A_S13_L003	kingdom	shannon	0.037
D10-NF-R2-A_S18_L002	kingdom	shannon	0.309
D04-OF-R2-B_S59_L001	kingdom	shannon	0.568
D08-OF-R3-A_S4_L004	kingdom	shannon	0.615
D04-NF-R2-B_S39_L002	kingdom	shannon	0.417
D07-NF-R1-B_S46_L001	kingdom	shannon	0.054
NCO-B1-R2-B_S35_L001	kingdom	shannon	0.587
NCO-B3-R3-A_S5_L004	kingdom	shannon	0.745
D07-ZH-R1-A_S12_L001	kingdom	shannon	0.032
D05-ZH-R3-B_S55_L004	kingdom	shannon	0.059
D07-OR-R1-A_S26_L001	kingdom	shannon	0.205
D06-NF-R3-A_S15_L004	kingdom	shannon	0.084
D01-ZR-R2-A_S15_L001	kingdom	shannon	0.224
D06-ZH-R3-A_S5_L003	kingdom	shannon	0.058
D08-ZH-R3-B_S33_L003	kingdom	shannon	0.112
D09-NF-R2-A_S15_L002	kingdom	shannon	0.686
D06-OR-R1-A_S79_L002	kingdom	shannon	0.087
D02-ZH-R3-B_S52_L004	kingdom	shannon	0.431
D05-NF-R1-B_S109_L002	kingdom	shannon	0.04
D04-OR-R3-B_S50_L003	kingdom	shannon	0.777
D09-NF-R3-A_S10_L003	kingdom	shannon	0.409
D03-ZF-R3-A_S24_L003	kingdom	shannon	0.022
D06-NF-R1-A_S5_L001	kingdom	shannon	0.031
D02-OF-R2-B_S50_L002	kingdom	shannon	0.136
D03-ZR-R2-B_S37_L001	kingdom	shannon	0.028
D06-OF-R1-A_S84_L002	kingdom	shannon	0.281
D10-OF-R2-A_S16_L001	kingdom	shannon	0.012
D01-OR-R1-A_S11_L001	kingdom	shannon	0.459
D01-ZH-R2-A_S2_L001	kingdom	shannon	0.164
D02-NF-R1-A_S94_L002	kingdom	shannon	0.158
D05-ZH-R1-B_S110_L002	kingdom	shannon	0.086
D08-ZH-R3-A_S1_L003	kingdom	shannon	0.119
D06-ZR-R2-A_S28_L001	kingdom	shannon	0.035
D06-ZF-R3-B_S32_L004	kingdom	shannon	0.014
D09-ZF-R3-B_S40_L004	kingdom	shannon	0.695
D10-NF-R3-B_S47_L003	kingdom	shannon	0.197
D01-ZH-R1-B_S127_L002	kingdom	shannon	0.184
D06-ZR-R1-A_S31_L001	kingdom	shannon	0.031
D07-ZR-R2-A_S30_L002	kingdom	shannon	0.026
D01-OF-R3-B_S47_L004	kingdom	shannon	0.558
D03-ZH-R1-A_S68_L002	kingdom	shannon	0.03
D08-NF-R2-A_S17_L001	kingdom	shannon	0.562
D02-ZR-R3-A_S25_L004	kingdom	shannon	0.125
D07-OR-R1-B_S58_L001	kingdom	shannon	0.209
NCO-B4-R2-A_S14_L001	kingdom	shannon	0.638
D08-OF-R3-B_S33_L004	kingdom	shannon	0.625
D04-ZH-R1-A_S27_L001	kingdom	shannon	0.405
D07-ZR-R1-B_S42_L001	kingdom	shannon	0.015
NCO-B2-R1-B_S99_L002	kingdom	shannon	0.366
D07-ZF-R2-A_S29_L001	kingdom	shannon	0.017
D08-ZH-R1-A_S1_L001	kingdom	shannon	0.059
D07-OF-R2-B_S59_L002	kingdom	shannon	0.039
D02-ZH-R2-B_S60_L002	kingdom	shannon	0.192
D01-OR-R3-B_S41_L004	kingdom	shannon	0.327
NCO-B3-R2-B_S44_L001	kingdom	shannon	0.631
D06-OF-R1-B_S116_L002	kingdom	shannon	0.305
D01-ZF-R2-B_S48_L002	kingdom	shannon	0.21
D01-OR-R1-B_S43_L001	kingdom	shannon	0.44
D05-OF-R2-B_S57_L001	kingdom	shannon	0.047
NCO-B1-R3-A_S2_L004	kingdom	shannon	0.69
D05-OF-R3-B_S51_L004	kingdom	shannon	0.046
D07-ZF-R1-B_S117_L002	kingdom	shannon	0.017
D03-NF-R1-B_S52_L001	kingdom	shannon	0.037
D07-ZR-R2-B_S61_L002	kingdom	shannon	0.026
D08-ZR-R3-A_S31_L003	kingdom	shannon	0.514
D01-OF-R2-B_S54_L002	kingdom	shannon	0.538
D03-ZF-R1-B_S101_L002	kingdom	shannon	0.029
D04-ZF-R1-B_S56_L001	kingdom	shannon	0.69
D06-OF-R3-B_S45_L003	kingdom	shannon	0.044
NCO-B1-R1-A_S90_L002	kingdom	shannon	0.422
D01-ZF-R3-A_S7_L003	kingdom	shannon	0.225
D10-ZF-R1-A_S86_L002	kingdom	shannon	0.007
D06-ZH-R1-B_S104_L002	kingdom	shannon	0.023
D05-ZF-R2-A_S27_L002	kingdom	simpson	0.011
D07-NF-R3-B_S42_L004	kingdom	simpson	0.025
PCO-B2-R1-B_S50_L001	kingdom	simpson	0.04
D09-ZR-R3-B_S48_L004	kingdom	simpson	0.45
D06-ZH-R3-B_S37_L003	kingdom	simpson	0.012
D05-ZR-R1-B_S61_L001	kingdom	simpson	0.01
D02-OF-R3-B_S45_L004	kingdom	simpson	0.08
D07-NF-R3-A_S13_L004	kingdom	simpson	0.026
NCO-B1-R1-B_S122_L002	kingdom	simpson	0.162
D06-OR-R3-B_S30_L004	kingdom	simpson	0.067
D05-ZR-R2-B_S39_L001	kingdom	simpson	0.01
D10-ZF-R2-B_S43_L001	kingdom	simpson	0.004
D06-ZR-R1-B_S63_L001	kingdom	simpson	0.009
D09-ZR-R2-B_S36_L002	kingdom	simpson	0.41
D01-ZH-R3-A_S22_L003	kingdom	simpson	0.076
D10-ZH-R1-A_S19_L001	kingdom	simpson	0.015
D08-OF-R2-B_S33_L001	kingdom	simpson	0.219
D04-NF-R3-B_S62_L003	kingdom	simpson	0.367
D07-ZH-R3-A_S20_L004	kingdom	simpson	0.013
D07-ZH-R1-B_S44_L001	kingdom	simpson	0.013
D10-OF-R3-B_S64_L003	kingdom	simpson	0.005
D03-ZH-R1-B_S100_L002	kingdom	simpson	0.007
D02-ZF-R3-A_S11_L003	kingdom	simpson	0.061
D02-ZH-R1-B_S108_L002	kingdom	simpson	0.03
D03-ZR-R3-A_S6_L003	kingdom	simpson	0.006
D02-ZR-R3-B_S54_L004	kingdom	simpson	0.047
D01-ZF-R1-B_S34_L001	kingdom	simpson	0.21
D09-ZH-R2-A_S21_L002	kingdom	simpson	0.308
D06-ZH-R1-A_S72_L002	kingdom	simpson	0.005
D09-ZH-R1-B_S62_L001	kingdom	simpson	0.453
D06-ZR-R2-B_S60_L001	kingdom	simpson	0.01
D03-OF-R1-B_S48_L001	kingdom	simpson	0.005
D01-OR-R2-A_S11_L002	kingdom	simpson	0.129
D10-OF-R2-B_S48_L001	kingdom	simpson	0.005
D02-ZH-R1-A_S76_L002	kingdom	simpson	0.031
D01-OF-R1-A_S15_L001	kingdom	simpson	0.402
D03-NF-R3-B_S46_L003	kingdom	simpson	0.031
D08-OR-R3-A_S19_L003	kingdom	simpson	0.249
NCO-B2-R2-B_S41_L002	kingdom	simpson	0.216
D03-OF-R3-B_S34_L003	kingdom	simpson	0.009
NCO-B1-R3-B_S31_L004	kingdom	simpson	0.464
D07-ZR-R3-A_S9_L004	kingdom	simpson	0.005
D03-OF-R2-A_S4_L002	kingdom	simpson	0.01
D02-ZF-R3-B_S43_L003	kingdom	simpson	0.158
D09-ZH-R2-B_S52_L002	kingdom	simpson	0.337
D04-OF-R1-A_S91_L002	kingdom	simpson	0.517
D03-NF-R3-A_S14_L003	kingdom	simpson	0.013
D10-ZF-R1-B_S118_L002	kingdom	simpson	0.006
D10-OF-R1-A_S87_L002	kingdom	simpson	0.144
D05-NF-R3-A_S4_L003	kingdom	simpson	0.009
D03-ZR-R1-A_S93_L002	kingdom	simpson	0.005
D08-ZR-R2-A_S25_L002	kingdom	simpson	0.079
D09-OR-R3-A_S14_L004	kingdom	simpson	0.475
D10-ZR-R3-A_S28_L004	kingdom	simpson	0.002
D01-ZH-R3-B_S54_L003	kingdom	simpson	0.079
NCO-B3-R3-B_S34_L004	kingdom	simpson	0.513
D03-ZH-R3-B_S41_L003	kingdom	simpson	0.011
D02-ZF-R1-A_S23_L001	kingdom	simpson	0.032
D02-NF-R3-A_S25_L003	kingdom	simpson	0.046
D04-NF-R1-B_S49_L001	kingdom	simpson	0.275
D04-NF-R2-A_S8_L002	kingdom	simpson	0.229
D09-OR-R1-B_S64_L001	kingdom	simpson	0.442
D03-ZF-R2-A_S21_L001	kingdom	simpson	0.012
PCO-B3-R1-B_S97_L002	kingdom	simpson	0.04
PCO-B4-R1-A_S25_L001	kingdom	simpson	0.042
D05-ZF-R3-B_S53_L004	kingdom	simpson	0.007
D07-OF-R3-B_S61_L003	kingdom	simpson	0.011
D08-OF-R1-A_S75_L002	kingdom	simpson	0.441
D08-ZR-R1-B_S112_L002	kingdom	simpson	0.103
D06-ZF-R1-A_S21_L001	kingdom	simpson	0.005
D04-ZH-R3-B_S58_L003	kingdom	simpson	0.219
D06-ZH-R2-B_S43_L002	kingdom	simpson	0.021
PCO-B2-R1-A_S18_L001	kingdom	simpson	0.037
D07-OR-R3-B_S49_L003	kingdom	simpson	0.107
PCO-B1-R2-A_S31_L001	kingdom	simpson	0.024
D01-OF-R3-A_S18_L004	kingdom	simpson	0.359
D01-ZR-R2-B_S47_L001	kingdom	simpson	0.102
D02-NF-R3-B_S57_L003	kingdom	simpson	0.052
D07-NF-R2-B_S33_L002	kingdom	simpson	0.036
D04-OF-R3-A_S29_L004	kingdom	simpson	0.275
D03-NF-R2-A_S32_L001	kingdom	simpson	0.018
D08-ZH-R2-A_S1_L002	kingdom	simpson	0.128
D10-ZH-R2-A_S6_L002	kingdom	simpson	0.013
D10-ZF-R2-A_S11_L001	kingdom	simpson	0.005
D08-OR-R2-B_S40_L001	kingdom	simpson	0.212
